Driver,Team,LapNumber,LapTime,Stint,TyreLife,Compound,PitInTime,PitOutTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsAccurate,LapTimeSeconds
TSU,AlphaTauri,30.0,0 days 00:01:33.211000,2.0,16.0,HARD,,,292.0,256.0,247.0,305.0,True,93.211
TSU,AlphaTauri,31.0,0 days 00:01:33.279000,2.0,17.0,HARD,,,291.0,255.0,247.0,306.0,True,93.279
TSU,AlphaTauri,39.0,0 days 00:01:32.882000,3.0,7.0,SOFT,,,311.0,259.0,247.0,310.0,True,92.882
TSU,AlphaTauri,40.0,0 days 00:01:32.932000,3.0,8.0,SOFT,,,299.0,259.0,249.0,313.0,True,92.932
TSU,AlphaTauri,41.0,0 days 00:01:33.321000,3.0,9.0,SOFT,,,323.0,260.0,248.0,330.0,True,93.321
TSU,AlphaTauri,42.0,0 days 00:01:32.306000,3.0,10.0,SOFT,,,320.0,257.0,248.0,330.0,True,92.306
TSU,AlphaTauri,43.0,0 days 00:01:32.572000,3.0,11.0,SOFT,,,319.0,255.0,248.0,311.0,True,92.572
TSU,AlphaTauri,44.0,0 days 00:01:32.534000,3.0,12.0,SOFT,,,300.0,257.0,247.0,311.0,True,92.534
TSU,AlphaTauri,45.0,0 days 00:01:32.494000,3.0,13.0,SOFT,,,304.0,260.0,247.0,310.0,True,92.494
TSU,AlphaTauri,46.0,0 days 00:01:32.535000,3.0,14.0,SOFT,,,304.0,259.0,248.0,311.0,True,92.535
TSU,AlphaTauri,47.0,0 days 00:01:32.291000,3.0,15.0,SOFT,,,305.0,256.0,247.0,311.0,True,92.291
TSU,AlphaTauri,48.0,0 days 00:01:32.084000,3.0,16.0,SOFT,,,303.0,257.0,247.0,309.0,True,92.084
TSU,AlphaTauri,49.0,0 days 00:01:32.504000,3.0,17.0,SOFT,,,301.0,256.0,248.0,308.0,True,92.504
TSU,AlphaTauri,50.0,0 days 00:01:32.790000,3.0,18.0,SOFT,,,301.0,258.0,247.0,309.0,True,92.79
TSU,AlphaTauri,51.0,0 days 00:01:33.212000,3.0,19.0,SOFT,,,298.0,259.0,246.0,307.0,True,93.212
TSU,AlphaTauri,52.0,0 days 00:01:32.780000,3.0,20.0,SOFT,,,317.0,258.0,248.0,310.0,True,92.78
ALB,Williams,2.0,0 days 00:01:35.004000,1.0,2.0,MEDIUM,,,300.0,254.0,246.0,304.0,True,95.004
ALB,Williams,3.0,0 days 00:01:33.809000,1.0,3.0,MEDIUM,,,316.0,255.0,245.0,322.0,True,93.809
ALB,Williams,4.0,0 days 00:01:33.866000,1.0,4.0,MEDIUM,,,314.0,252.0,247.0,306.0,True,93.866
ALB,Williams,5.0,0 days 00:01:33.860000,1.0,5.0,MEDIUM,,,299.0,252.0,247.0,300.0,True,93.86
ALB,Williams,6.0,0 days 00:01:34.210000,1.0,6.0,MEDIUM,,,299.0,251.0,246.0,299.0,True,94.21
ALB,Williams,7.0,0 days 00:01:34.099000,1.0,7.0,MEDIUM,,,300.0,252.0,246.0,304.0,True,94.099
ALB,Williams,8.0,0 days 00:01:33.922000,1.0,8.0,MEDIUM,,,299.0,254.0,245.0,306.0,True,93.922
ALB,Williams,9.0,0 days 00:01:33.731000,1.0,9.0,MEDIUM,,,300.0,253.0,246.0,307.0,True,93.731
ALB,Williams,10.0,0 days 00:01:34.045000,1.0,10.0,MEDIUM,,,297.0,252.0,246.0,301.0,True,94.045
ALB,Williams,11.0,0 days 00:01:33.842000,1.0,11.0,MEDIUM,,,297.0,254.0,246.0,302.0,True,93.842
ALB,Williams,12.0,0 days 00:01:33.857000,1.0,12.0,MEDIUM,,,300.0,252.0,247.0,301.0,True,93.857
ALB,Williams,13.0,0 days 00:01:33.751000,1.0,13.0,MEDIUM,,,296.0,254.0,247.0,296.0,True,93.751
ALB,Williams,14.0,0 days 00:01:33.951000,1.0,14.0,MEDIUM,,,295.0,255.0,247.0,300.0,True,93.951
ALB,Williams,15.0,0 days 00:01:33.786000,1.0,15.0,MEDIUM,,,295.0,253.0,247.0,302.0,True,93.786
ALB,Williams,16.0,0 days 00:01:34.343000,1.0,16.0,MEDIUM,,,294.0,255.0,246.0,301.0,True,94.343
ALB,Williams,17.0,0 days 00:01:33.707000,1.0,17.0,MEDIUM,,,313.0,257.0,246.0,321.0,True,93.707
ALB,Williams,18.0,0 days 00:01:33.615000,1.0,18.0,MEDIUM,,,295.0,254.0,247.0,298.0,True,93.615
ALB,Williams,19.0,0 days 00:01:33.654000,1.0,19.0,MEDIUM,,,297.0,254.0,248.0,304.0,True,93.654
ALB,Williams,20.0,0 days 00:01:33.440000,1.0,20.0,MEDIUM,,,295.0,254.0,248.0,301.0,True,93.44
ALB,Williams,21.0,0 days 00:01:33.195000,1.0,21.0,MEDIUM,,,296.0,254.0,248.0,303.0,True,93.195
ALB,Williams,22.0,0 days 00:01:33.021000,1.0,22.0,MEDIUM,,,295.0,255.0,249.0,301.0,True,93.021
ALB,Williams,23.0,0 days 00:01:33.117000,1.0,23.0,MEDIUM,,,295.0,255.0,248.0,304.0,True,93.117
ALB,Williams,24.0,0 days 00:01:33.163000,1.0,24.0,MEDIUM,,,297.0,256.0,248.0,305.0,True,93.163
ALB,Williams,25.0,0 days 00:01:33.374000,1.0,25.0,MEDIUM,,,296.0,256.0,248.0,302.0,True,93.374
ALB,Williams,26.0,0 days 00:01:33.175000,1.0,26.0,MEDIUM,,,295.0,255.0,249.0,301.0,True,93.175
ALB,Williams,27.0,0 days 00:01:33.126000,1.0,27.0,MEDIUM,,,294.0,254.0,249.0,301.0,True,93.126
ALB,Williams,28.0,0 days 00:01:33.084000,1.0,28.0,MEDIUM,,,295.0,254.0,249.0,303.0,True,93.084
ALB,Williams,29.0,0 days 00:01:32.869000,1.0,29.0,MEDIUM,,,296.0,255.0,250.0,303.0,True,92.869
ALB,Williams,30.0,0 days 00:01:32.882000,1.0,30.0,MEDIUM,,,298.0,256.0,250.0,304.0,True,92.882
ALB,Williams,31.0,0 days 00:01:32.816000,1.0,31.0,MEDIUM,,,295.0,256.0,249.0,306.0,True,92.816
ALB,Williams,39.0,0 days 00:01:32.630000,2.0,11.0,SOFT,,,308.0,261.0,251.0,309.0,True,92.63
ALB,Williams,40.0,0 days 00:01:32.176000,2.0,12.0,SOFT,,,299.0,257.0,251.0,312.0,True,92.176
ALB,Williams,41.0,0 days 00:01:31.273000,2.0,13.0,SOFT,,,320.0,263.0,251.0,330.0,True,91.273
ALB,Williams,42.0,0 days 00:01:31.879000,2.0,14.0,SOFT,,,315.0,262.0,251.0,326.0,True,91.879
ALB,Williams,43.0,0 days 00:01:31.752000,2.0,15.0,SOFT,,,322.0,261.0,248.0,327.0,True,91.752
ALB,Williams,44.0,0 days 00:01:32.057000,2.0,16.0,SOFT,,,319.0,261.0,249.0,323.0,True,92.057
ALB,Williams,45.0,0 days 00:01:32.146000,2.0,17.0,SOFT,,,320.0,261.0,249.0,305.0,True,92.146
ALB,Williams,46.0,0 days 00:01:32.116000,2.0,18.0,SOFT,,,302.0,258.0,248.0,304.0,True,92.116
ALB,Williams,47.0,0 days 00:01:31.537000,2.0,19.0,SOFT,,,306.0,263.0,250.0,327.0,True,91.537
ALB,Williams,48.0,0 days 00:01:31.466000,2.0,20.0,SOFT,,,319.0,261.0,248.0,324.0,True,91.466
ALB,Williams,49.0,0 days 00:01:31.912000,2.0,21.0,SOFT,,,317.0,262.0,248.0,321.0,True,91.912
ALB,Williams,50.0,0 days 00:01:31.860000,2.0,22.0,SOFT,,,321.0,261.0,247.0,324.0,True,91.86
ALB,Williams,51.0,0 days 00:01:31.930000,2.0,23.0,SOFT,,,319.0,260.0,249.0,322.0,True,91.93
ALB,Williams,52.0,0 days 00:01:31.809000,2.0,24.0,SOFT,,,320.0,262.0,248.0,325.0,True,91.809
ZHO,Alfa Romeo,2.0,0 days 00:01:35.912000,1.0,2.0,MEDIUM,,,300.0,254.0,244.0,302.0,True,95.912
ZHO,Alfa Romeo,3.0,0 days 00:01:34.679000,1.0,3.0,MEDIUM,,,308.0,258.0,242.0,325.0,True,94.679
ZHO,Alfa Romeo,4.0,0 days 00:01:34.408000,1.0,4.0,MEDIUM,,,308.0,254.0,245.0,319.0,True,94.408
ZHO,Alfa Romeo,5.0,0 days 00:01:34.736000,1.0,5.0,MEDIUM,,,310.0,256.0,245.0,319.0,True,94.736
ZHO,Alfa Romeo,6.0,0 days 00:01:34.807000,1.0,6.0,MEDIUM,,,306.0,256.0,245.0,317.0,True,94.807
ZHO,Alfa Romeo,7.0,0 days 00:01:34.995000,1.0,7.0,MEDIUM,,,307.0,256.0,246.0,317.0,True,94.995
ZHO,Alfa Romeo,8.0,0 days 00:01:34.267000,1.0,8.0,MEDIUM,,,303.0,257.0,246.0,313.0,True,94.267
ZHO,Alfa Romeo,9.0,0 days 00:01:34.044000,1.0,9.0,MEDIUM,,,303.0,255.0,245.0,317.0,True,94.044
ZHO,Alfa Romeo,10.0,0 days 00:01:34.392000,1.0,10.0,MEDIUM,,,287.0,253.0,245.0,296.0,True,94.392
ZHO,Alfa Romeo,11.0,0 days 00:01:34.221000,1.0,11.0,MEDIUM,,,287.0,254.0,245.0,300.0,True,94.221
ZHO,Alfa Romeo,12.0,0 days 00:01:34.235000,1.0,12.0,MEDIUM,,,288.0,252.0,245.0,294.0,True,94.235
ZHO,Alfa Romeo,13.0,0 days 00:01:34.130000,1.0,13.0,MEDIUM,,,286.0,253.0,245.0,295.0,True,94.13
ZHO,Alfa Romeo,14.0,0 days 00:01:34.418000,1.0,14.0,MEDIUM,,,285.0,253.0,246.0,297.0,True,94.418
ZHO,Alfa Romeo,15.0,0 days 00:01:34.677000,1.0,15.0,MEDIUM,,,283.0,253.0,246.0,294.0,True,94.677
ZHO,Alfa Romeo,16.0,0 days 00:01:34.263000,1.0,16.0,MEDIUM,,,282.0,254.0,246.0,293.0,True,94.263
ZHO,Alfa Romeo,17.0,0 days 00:01:34.027000,1.0,17.0,MEDIUM,,,282.0,254.0,246.0,291.0,True,94.027
ZHO,Alfa Romeo,18.0,0 days 00:01:33.861000,1.0,18.0,MEDIUM,,,283.0,253.0,246.0,291.0,True,93.861
ZHO,Alfa Romeo,19.0,0 days 00:01:33.907000,1.0,19.0,MEDIUM,,,282.0,253.0,247.0,293.0,True,93.907
ZHO,Alfa Romeo,20.0,0 days 00:01:33.726000,1.0,20.0,MEDIUM,,,283.0,252.0,245.0,292.0,True,93.726
ZHO,Alfa Romeo,21.0,0 days 00:01:33.560000,1.0,21.0,MEDIUM,,,283.0,254.0,246.0,294.0,True,93.56
ZHO,Alfa Romeo,22.0,0 days 00:01:33.679000,1.0,22.0,MEDIUM,,,283.0,253.0,247.0,292.0,True,93.679
ZHO,Alfa Romeo,23.0,0 days 00:01:33.642000,1.0,23.0,MEDIUM,,,284.0,253.0,245.0,295.0,True,93.642
ZHO,Alfa Romeo,26.0,0 days 00:01:32.524000,2.0,2.0,HARD,,,284.0,253.0,247.0,294.0,True,92.524
ZHO,Alfa Romeo,27.0,0 days 00:01:32.912000,2.0,3.0,HARD,,,281.0,254.0,247.0,291.0,True,92.912
ZHO,Alfa Romeo,28.0,0 days 00:01:32.999000,2.0,4.0,HARD,,,283.0,255.0,248.0,293.0,True,92.999
ZHO,Alfa Romeo,29.0,0 days 00:01:32.812000,2.0,5.0,HARD,,,283.0,255.0,248.0,293.0,True,92.812
ZHO,Alfa Romeo,30.0,0 days 00:01:33.006000,2.0,6.0,HARD,,,282.0,256.0,248.0,293.0,True,93.006
ZHO,Alfa Romeo,31.0,0 days 00:01:33.073000,2.0,7.0,HARD,,,282.0,257.0,248.0,294.0,True,93.073
ZHO,Alfa Romeo,39.0,0 days 00:01:33.188000,4.0,6.0,SOFT,,,306.0,261.0,250.0,315.0,True,93.188
ZHO,Alfa Romeo,40.0,0 days 00:01:33.310000,4.0,7.0,SOFT,,,305.0,260.0,249.0,298.0,True,93.31
ZHO,Alfa Romeo,41.0,0 days 00:01:32.655000,4.0,8.0,SOFT,,,313.0,261.0,247.0,323.0,True,92.655
ZHO,Alfa Romeo,42.0,0 days 00:01:32.243000,4.0,9.0,SOFT,,,314.0,263.0,250.0,324.0,True,92.243
ZHO,Alfa Romeo,43.0,0 days 00:01:32.645000,4.0,10.0,SOFT,,,315.0,264.0,249.0,324.0,True,92.645
ZHO,Alfa Romeo,44.0,0 days 00:01:32.789000,4.0,11.0,SOFT,,,310.0,261.0,248.0,330.0,True,92.789
ZHO,Alfa Romeo,45.0,0 days 00:01:32.502000,4.0,12.0,SOFT,,,291.0,260.0,249.0,298.0,True,92.502
ZHO,Alfa Romeo,46.0,0 days 00:01:32.329000,4.0,13.0,SOFT,,,286.0,260.0,248.0,297.0,True,92.329
ZHO,Alfa Romeo,47.0,0 days 00:01:31.957000,4.0,14.0,SOFT,,,290.0,258.0,249.0,300.0,True,91.957
ZHO,Alfa Romeo,48.0,0 days 00:01:31.769000,4.0,15.0,SOFT,,,306.0,263.0,248.0,317.0,True,91.769
ZHO,Alfa Romeo,49.0,0 days 00:01:32.599000,4.0,16.0,SOFT,,,307.0,261.0,248.0,318.0,True,92.599
ZHO,Alfa Romeo,50.0,0 days 00:01:32.459000,4.0,17.0,SOFT,,,309.0,261.0,246.0,331.0,True,92.459
ZHO,Alfa Romeo,51.0,0 days 00:01:32.090000,4.0,18.0,SOFT,,,309.0,263.0,248.0,326.0,True,92.09
ZHO,Alfa Romeo,52.0,0 days 00:01:32.114000,4.0,19.0,SOFT,,,287.0,260.0,248.0,297.0,True,92.114
HUL,Haas F1 Team,2.0,0 days 00:01:35.277000,1.0,2.0,HARD,,,291.0,251.0,243.0,298.0,True,95.277
HUL,Haas F1 Team,3.0,0 days 00:01:34.530000,1.0,3.0,HARD,,,311.0,256.0,243.0,323.0,True,94.53
HUL,Haas F1 Team,4.0,0 days 00:01:34.354000,1.0,4.0,HARD,,,306.0,254.0,244.0,315.0,True,94.354
HUL,Haas F1 Team,5.0,0 days 00:01:35.588000,1.0,5.0,HARD,,,317.0,253.0,244.0,312.0,True,95.588
HUL,Haas F1 Team,6.0,0 days 00:01:35.631000,1.0,6.0,HARD,,,290.0,251.0,242.0,292.0,True,95.631
HUL,Haas F1 Team,9.0,0 days 00:01:33.669000,2.0,2.0,MEDIUM,,,288.0,252.0,244.0,289.0,True,93.669
HUL,Haas F1 Team,10.0,0 days 00:01:33.525000,2.0,3.0,MEDIUM,,,289.0,253.0,245.0,288.0,True,93.525
HUL,Haas F1 Team,11.0,0 days 00:01:33.966000,2.0,4.0,MEDIUM,,,289.0,251.0,244.0,289.0,True,93.966
HUL,Haas F1 Team,12.0,0 days 00:01:34.022000,2.0,5.0,MEDIUM,,,289.0,250.0,245.0,286.0,True,94.022
HUL,Haas F1 Team,13.0,0 days 00:01:34.300000,2.0,6.0,MEDIUM,,,287.0,249.0,244.0,289.0,True,94.3
HUL,Haas F1 Team,14.0,0 days 00:01:34.186000,2.0,7.0,MEDIUM,,,288.0,250.0,245.0,292.0,True,94.186
HUL,Haas F1 Team,15.0,0 days 00:01:33.925000,2.0,8.0,MEDIUM,,,287.0,246.0,245.0,291.0,True,93.925
HUL,Haas F1 Team,16.0,0 days 00:01:33.640000,2.0,9.0,MEDIUM,,,286.0,250.0,245.0,291.0,True,93.64
HUL,Haas F1 Team,17.0,0 days 00:01:33.616000,2.0,10.0,MEDIUM,,,288.0,250.0,246.0,291.0,True,93.616
HUL,Haas F1 Team,18.0,0 days 00:01:33.591000,2.0,11.0,MEDIUM,,,288.0,251.0,245.0,291.0,True,93.591
HUL,Haas F1 Team,19.0,0 days 00:01:33.763000,2.0,12.0,MEDIUM,,,287.0,251.0,246.0,295.0,True,93.763
HUL,Haas F1 Team,20.0,0 days 00:01:33.555000,2.0,13.0,MEDIUM,,,287.0,252.0,246.0,293.0,True,93.555
HUL,Haas F1 Team,21.0,0 days 00:01:33.350000,2.0,14.0,MEDIUM,,,288.0,251.0,246.0,294.0,True,93.35
HUL,Haas F1 Team,22.0,0 days 00:01:33.143000,2.0,15.0,MEDIUM,,,288.0,252.0,246.0,294.0,True,93.143
HUL,Haas F1 Team,23.0,0 days 00:01:33.294000,2.0,16.0,MEDIUM,,,287.0,252.0,245.0,294.0,True,93.294
HUL,Haas F1 Team,24.0,0 days 00:01:33.461000,2.0,17.0,MEDIUM,,,288.0,252.0,246.0,297.0,True,93.461
HUL,Haas F1 Team,25.0,0 days 00:01:33.351000,2.0,18.0,MEDIUM,,,288.0,254.0,246.0,296.0,True,93.351
HUL,Haas F1 Team,26.0,0 days 00:01:33.644000,2.0,19.0,MEDIUM,,,288.0,252.0,246.0,296.0,True,93.644
HUL,Haas F1 Team,27.0,0 days 00:01:33.122000,2.0,20.0,MEDIUM,,,288.0,252.0,247.0,296.0,True,93.122
HUL,Haas F1 Team,28.0,0 days 00:01:33.280000,2.0,21.0,MEDIUM,,,289.0,250.0,247.0,296.0,True,93.28
HUL,Haas F1 Team,29.0,0 days 00:01:33.107000,2.0,22.0,MEDIUM,,,288.0,254.0,247.0,296.0,True,93.107
HUL,Haas F1 Team,30.0,0 days 00:01:33.332000,2.0,23.0,MEDIUM,,,287.0,254.0,247.0,295.0,True,93.332
HUL,Haas F1 Team,31.0,0 days 00:01:33.133000,2.0,24.0,MEDIUM,,,287.0,254.0,248.0,296.0,True,93.133
HUL,Haas F1 Team,39.0,0 days 00:01:32.527000,3.0,7.0,SOFT,,,310.0,259.0,249.0,305.0,True,92.527
HUL,Haas F1 Team,40.0,0 days 00:01:32.932000,3.0,8.0,SOFT,,,298.0,258.0,249.0,303.0,True,92.932
HUL,Haas F1 Team,41.0,0 days 00:01:32.104000,3.0,9.0,SOFT,,,317.0,261.0,249.0,301.0,True,92.104
HUL,Haas F1 Team,42.0,0 days 00:01:32.097000,3.0,10.0,SOFT,,,313.0,260.0,249.0,306.0,True,92.097
HUL,Haas F1 Team,43.0,0 days 00:01:32.325000,3.0,11.0,SOFT,,,312.0,258.0,248.0,308.0,True,92.325
HUL,Haas F1 Team,44.0,0 days 00:01:32.441000,3.0,12.0,SOFT,,,296.0,256.0,247.0,302.0,True,92.441
HUL,Haas F1 Team,45.0,0 days 00:01:32.534000,3.0,13.0,SOFT,,,297.0,262.0,234.0,320.0,True,92.534
HUL,Haas F1 Team,46.0,0 days 00:01:32.584000,3.0,14.0,SOFT,,,310.0,261.0,245.0,321.0,True,92.584
HUL,Haas F1 Team,47.0,0 days 00:01:32.101000,3.0,15.0,SOFT,,,311.0,260.0,247.0,319.0,True,92.101
HUL,Haas F1 Team,48.0,0 days 00:01:32.060000,3.0,16.0,SOFT,,,310.0,261.0,246.0,319.0,True,92.06
HUL,Haas F1 Team,49.0,0 days 00:01:32.080000,3.0,17.0,SOFT,,,310.0,260.0,248.0,319.0,True,92.08
HUL,Haas F1 Team,50.0,0 days 00:01:32.158000,3.0,18.0,SOFT,,,310.0,259.0,246.0,317.0,True,92.158
HUL,Haas F1 Team,51.0,0 days 00:01:32.166000,3.0,19.0,SOFT,,,309.0,260.0,248.0,317.0,True,92.166
HUL,Haas F1 Team,52.0,0 days 00:01:31.776000,3.0,20.0,SOFT,,,310.0,263.0,247.0,328.0,True,91.776
OCO,Alpine,2.0,0 days 00:01:35.230000,1.0,2.0,SOFT,,,290.0,253.0,243.0,296.0,True,95.23
OCO,Alpine,3.0,0 days 00:01:34.113000,1.0,3.0,SOFT,,,306.0,256.0,242.0,318.0,True,94.113
OCO,Alpine,4.0,0 days 00:01:33.941000,1.0,4.0,SOFT,,,304.0,255.0,244.0,313.0,True,93.941
OCO,Alpine,5.0,0 days 00:01:33.946000,1.0,5.0,SOFT,,,289.0,256.0,242.0,310.0,True,93.946
OCO,Alpine,6.0,0 days 00:01:34.381000,1.0,6.0,SOFT,,,285.0,254.0,241.0,305.0,True,94.381
OCO,Alpine,7.0,0 days 00:01:34.346000,1.0,7.0,SOFT,,,284.0,252.0,243.0,290.0,True,94.346
OCO,Alpine,8.0,0 days 00:01:34.032000,1.0,8.0,SOFT,,,283.0,253.0,243.0,290.0,True,94.032
NOR,McLaren,2.0,0 days 00:01:33.046000,1.0,2.0,MEDIUM,,,291.0,254.0,246.0,289.0,True,93.046
NOR,McLaren,3.0,0 days 00:01:33.180000,1.0,3.0,MEDIUM,,,292.0,252.0,246.0,291.0,True,93.18
NOR,McLaren,4.0,0 days 00:01:32.772000,1.0,4.0,MEDIUM,,,293.0,255.0,246.0,291.0,True,92.772
NOR,McLaren,5.0,0 days 00:01:33.914000,1.0,5.0,MEDIUM,,,293.0,256.0,247.0,307.0,True,93.914
NOR,McLaren,6.0,0 days 00:01:33.112000,1.0,6.0,MEDIUM,,,307.0,257.0,246.0,306.0,True,93.112
NOR,McLaren,7.0,0 days 00:01:33.190000,1.0,7.0,MEDIUM,,,307.0,254.0,246.0,309.0,True,93.19
NOR,McLaren,8.0,0 days 00:01:33.101000,1.0,8.0,MEDIUM,,,307.0,256.0,246.0,294.0,True,93.101
NOR,McLaren,9.0,0 days 00:01:32.612000,1.0,9.0,MEDIUM,,,296.0,260.0,247.0,311.0,True,92.612
NOR,McLaren,10.0,0 days 00:01:32.977000,1.0,10.0,MEDIUM,,,308.0,256.0,247.0,294.0,True,92.977
NOR,McLaren,11.0,0 days 00:01:32.978000,1.0,11.0,MEDIUM,,,295.0,256.0,246.0,294.0,True,92.978
NOR,McLaren,12.0,0 days 00:01:33.116000,1.0,12.0,MEDIUM,,,294.0,257.0,245.0,293.0,True,93.116
NOR,McLaren,13.0,0 days 00:01:32.986000,1.0,13.0,MEDIUM,,,295.0,255.0,246.0,290.0,True,92.986
NOR,McLaren,14.0,0 days 00:01:33.670000,1.0,14.0,MEDIUM,,,289.0,253.0,246.0,291.0,True,93.67
NOR,McLaren,15.0,0 days 00:01:33.221000,1.0,15.0,MEDIUM,,,290.0,254.0,245.0,292.0,True,93.221
NOR,McLaren,16.0,0 days 00:01:32.903000,1.0,16.0,MEDIUM,,,292.0,256.0,246.0,294.0,True,92.903
NOR,McLaren,17.0,0 days 00:01:32.985000,1.0,17.0,MEDIUM,,,291.0,256.0,245.0,294.0,True,92.985
NOR,McLaren,18.0,0 days 00:01:32.731000,1.0,18.0,MEDIUM,,,291.0,256.0,246.0,295.0,True,92.731
NOR,McLaren,19.0,0 days 00:01:32.500000,1.0,19.0,MEDIUM,,,291.0,256.0,247.0,294.0,True,92.5
NOR,McLaren,20.0,0 days 00:01:32.770000,1.0,20.0,MEDIUM,,,290.0,256.0,247.0,294.0,True,92.77
NOR,McLaren,21.0,0 days 00:01:32.604000,1.0,21.0,MEDIUM,,,292.0,255.0,246.0,297.0,True,92.604
NOR,McLaren,22.0,0 days 00:01:32.637000,1.0,22.0,MEDIUM,,,291.0,255.0,247.0,294.0,True,92.637
NOR,McLaren,23.0,0 days 00:01:32.619000,1.0,23.0,MEDIUM,,,291.0,256.0,246.0,294.0,True,92.619
NOR,McLaren,24.0,0 days 00:01:32.721000,1.0,24.0,MEDIUM,,,292.0,257.0,246.0,295.0,True,92.721
NOR,McLaren,25.0,0 days 00:01:32.949000,1.0,25.0,MEDIUM,,,292.0,256.0,247.0,297.0,True,92.949
NOR,McLaren,26.0,0 days 00:01:32.758000,1.0,26.0,MEDIUM,,,292.0,256.0,247.0,298.0,True,92.758
NOR,McLaren,27.0,0 days 00:01:32.734000,1.0,27.0,MEDIUM,,,293.0,256.0,248.0,297.0,True,92.734
NOR,McLaren,28.0,0 days 00:01:32.714000,1.0,28.0,MEDIUM,,,292.0,256.0,248.0,296.0,True,92.714
NOR,McLaren,29.0,0 days 00:01:32.806000,1.0,29.0,MEDIUM,,,293.0,253.0,249.0,298.0,True,92.806
NOR,McLaren,30.0,0 days 00:01:32.609000,1.0,30.0,MEDIUM,,,293.0,257.0,248.0,297.0,True,92.609
NOR,McLaren,31.0,0 days 00:01:32.808000,1.0,31.0,MEDIUM,,,291.0,258.0,246.0,295.0,True,92.808
NOR,McLaren,32.0,0 days 00:01:32.571000,1.0,32.0,MEDIUM,,,292.0,257.0,249.0,299.0,True,92.571
NOR,McLaren,39.0,0 days 00:01:31.243000,2.0,6.0,HARD,,,300.0,260.0,246.0,299.0,True,91.243
NOR,McLaren,40.0,0 days 00:01:30.997000,2.0,7.0,HARD,,,293.0,262.0,250.0,293.0,True,90.997
NOR,McLaren,41.0,0 days 00:01:30.760000,2.0,8.0,HARD,,,293.0,262.0,251.0,292.0,True,90.76
NOR,McLaren,42.0,0 days 00:01:30.922000,2.0,9.0,HARD,,,294.0,263.0,251.0,291.0,True,90.922
NOR,McLaren,43.0,0 days 00:01:30.543000,2.0,10.0,HARD,,,291.0,263.0,250.0,304.0,True,90.543
NOR,McLaren,44.0,0 days 00:01:30.786000,2.0,11.0,HARD,,,295.0,262.0,250.0,300.0,True,90.786
NOR,McLaren,45.0,0 days 00:01:31.301000,2.0,12.0,HARD,,,298.0,263.0,248.0,300.0,True,91.301
NOR,McLaren,46.0,0 days 00:01:31.094000,2.0,13.0,HARD,,,297.0,263.0,249.0,298.0,True,91.094
NOR,McLaren,47.0,0 days 00:01:31.593000,2.0,14.0,HARD,,,297.0,262.0,249.0,300.0,True,91.593
NOR,McLaren,48.0,0 days 00:01:31.360000,2.0,15.0,HARD,,,297.0,262.0,250.0,298.0,True,91.36
NOR,McLaren,49.0,0 days 00:01:31.020000,2.0,16.0,HARD,,,298.0,263.0,250.0,296.0,True,91.02
NOR,McLaren,50.0,0 days 00:01:31.560000,2.0,17.0,HARD,,,300.0,262.0,248.0,298.0,True,91.56
NOR,McLaren,51.0,0 days 00:01:31.077000,2.0,18.0,HARD,,,301.0,263.0,251.0,305.0,True,91.077
NOR,McLaren,52.0,0 days 00:01:31.251000,2.0,19.0,HARD,,,298.0,263.0,251.0,298.0,True,91.251
HAM,Mercedes,2.0,0 days 00:01:34.361000,1.0,2.0,MEDIUM,,,300.0,254.0,244.0,301.0,True,94.361
HAM,Mercedes,3.0,0 days 00:01:33.662000,1.0,3.0,MEDIUM,,,314.0,255.0,244.0,320.0,True,93.662
HAM,Mercedes,4.0,0 days 00:01:33.086000,1.0,4.0,MEDIUM,,,310.0,254.0,244.0,318.0,True,93.086
HAM,Mercedes,5.0,0 days 00:01:33.718000,1.0,5.0,MEDIUM,,,312.0,256.0,243.0,319.0,True,93.718
HAM,Mercedes,6.0,0 days 00:01:34.556000,1.0,6.0,MEDIUM,,,322.0,255.0,240.0,316.0,True,94.556
HAM,Mercedes,7.0,0 days 00:01:33.328000,1.0,7.0,MEDIUM,,,315.0,253.0,244.0,297.0,True,93.328
HAM,Mercedes,8.0,0 days 00:01:33.483000,1.0,8.0,MEDIUM,,,295.0,254.0,244.0,300.0,True,93.483
HAM,Mercedes,9.0,0 days 00:01:33.331000,1.0,9.0,MEDIUM,,,295.0,254.0,244.0,299.0,True,93.331
HAM,Mercedes,10.0,0 days 00:01:33.624000,1.0,10.0,MEDIUM,,,293.0,253.0,245.0,293.0,True,93.624
HAM,Mercedes,11.0,0 days 00:01:33.519000,1.0,11.0,MEDIUM,,,292.0,254.0,244.0,295.0,True,93.519
HAM,Mercedes,12.0,0 days 00:01:33.908000,1.0,12.0,MEDIUM,,,290.0,253.0,245.0,284.0,True,93.908
HAM,Mercedes,13.0,0 days 00:01:33.280000,1.0,13.0,MEDIUM,,,289.0,254.0,245.0,287.0,True,93.28
HAM,Mercedes,14.0,0 days 00:01:33.324000,1.0,14.0,MEDIUM,,,288.0,252.0,245.0,292.0,True,93.324
HAM,Mercedes,15.0,0 days 00:01:33.156000,1.0,15.0,MEDIUM,,,287.0,255.0,246.0,291.0,True,93.156
HAM,Mercedes,16.0,0 days 00:01:32.931000,1.0,16.0,MEDIUM,,,289.0,256.0,245.0,293.0,True,92.931
